,name_customer,clear_date,document_create_date.1,due_in_date,total_open_amount,baseline_create_date,isOpen,delay
23713,WAL-M corporation,2019-10-28,2019-10-08,2019-10-19,24349.29,2019-10-09,0,9 days
23714,DECA corp,2020-02-24,2020-02-12,2020-02-11,4622.76,2020-02-01,0,13 days
23715,WAL-MAR associates,2020-03-25,2020-01-13,2020-01-28,561.34,2020-01-13,0,57 days
23716,PERFOR in,2019-07-11,2019-06-26,2019-07-11,40563.84,2019-06-26,0,0 days
23717,WAL-MAR corporation,2019-09-09,2019-08-29,2019-09-13,1558.14,2019-08-29,0,-4 days
23718,WAL-MAR systems,2020-02-19,2020-02-09,2020-02-24,949.45,2020-02-09,0,-5 days
23719,BAS in,2019-08-19,2019-08-05,2019-08-20,1478.4,2019-08-05,0,-1 days
23720,DOT ,2020-02-18,2020-01-31,2020-02-20,19553.08,2020-01-31,0,-2 days
23721,SA associates,2019-08-07,2019-07-22,2019-08-06,48646.07,2019-07-22,0,1 days
23722,KROGER ,2019-07-08,2019-06-21,2019-07-06,79973.35,2019-06-21,0,2 days
23725,DIRECT  us,2019-05-07,2019-04-16,2019-05-01,7508.52,2019-04-16,0,6 days
23726,SUPE corporation,2019-10-30,2019-10-13,2019-10-28,608.85,2019-10-13,0,2 days
23727,DOLLAR ,2019-03-15,2019-02-28,2019-03-15,3409.99,2019-02-28,0,0 days
23728,LOB corporation,2019-07-19,2019-07-02,2019-07-18,111143.67,2019-07-08,0,1 days
23730,KING S in,2019-08-05,2019-07-20,2019-08-04,17474.03,2019-07-20,0,1 days
23731,SCHNU us,2019-05-30,2019-02-26,2019-05-02,5672.61,2019-02-26,0,28 days
23733,BARB foundation,2019-06-29,2019-06-07,2019-06-22,750.32,2019-06-07,0,7 days
23734,C&S WH trust,2019-06-27,2019-06-13,2019-06-28,24823.34,2019-06-13,0,-1 days
23735,JRD us,2019-07-30,2019-07-10,2019-07-25,284.01,2019-07-10,0,5 days
23736,BJ'S  co,2019-02-22,2019-02-07,2019-02-22,16175.3,2019-02-07,0,0 days
23737,WAL-MAR corp,2019-12-20,2019-12-08,2019-12-23,41472.23,2019-12-08,0,-3 days
23738,FOOD 4 corp,2019-05-24,2019-05-09,2019-05-24,14780.25,2019-05-09,0,0 days
23740,DOT corp,2019-09-03,2019-08-02,2019-09-05,7206.39,2019-08-02,0,-2 days
23742,SA in,2020-04-09,2020-02-03,2020-04-08,8510.4,2020-02-03,0,1 days
23743,SHAWS  us,2019-05-22,2019-05-07,2019-05-22,168767.12,2019-05-07,0,0 days
23744,ASSOCIAT corporation,2019-11-07,2019-10-23,2019-11-07,179956.49,2019-10-23,0,0 days
23745,BJ'S  us,2019-09-03,2019-08-17,2019-09-01,360.78,2019-08-17,0,2 days
23746,WAL-MAR co,2020-01-27,2020-01-16,2020-01-31,20752.7,2020-01-16,0,-4 days
23747,WAL-MAR corp,2019-07-23,2019-07-12,2019-07-27,9129.89,2019-07-12,0,-4 days
23748,WAL-MAR co,2019-12-02,2019-11-14,2019-11-29,98.88,2019-11-14,0,3 days
23749,LOB trust,2019-10-25,2019-10-16,2019-10-27,50992.69,2019-10-17,0,-2 days
23750,WAL-MAR co,2019-10-22,2019-10-12,2019-10-27,35997.44,2019-10-12,0,-5 days
23751,C&S WH co,2019-08-28,2019-08-13,2019-08-28,9779.85,2019-08-13,0,0 days
23753,COSTCO ,2019-09-16,2019-08-19,2019-09-06,27141.09,2019-08-27,0,10 days
23754,RA associates,2019-09-12,2019-08-28,2019-09-12,17448.33,2019-08-28,0,0 days
23755,ASSOCIAT trust,2019-02-06,2019-01-22,2019-02-06,1248.29,2019-01-22,0,0 days
23756,WAL-MAR co,2019-08-22,2019-08-12,2019-08-27,58636.49,2019-08-12,0,-5 days
23757,SYGMA corporation,2019-03-05,2019-02-12,2019-03-04,8138.34,2019-02-12,0,1 days
23758,SA foundation,2019-09-12,2019-08-27,2019-09-11,5257.96,2019-08-27,0,1 days
23759,US  llc,2019-09-24,2019-09-10,2019-09-25,53106.52,2019-09-10,0,-1 days
23760,WAL-MAR co,2019-05-09,2019-04-28,2019-05-13,50781.98,2019-04-28,0,-4 days
23761,REINHA co,2020-02-27,2020-02-12,2020-02-27,23927.35,2020-02-12,0,0 days
23762,WAL-MAR ,2019-04-01,2019-03-12,2019-03-27,724.95,2019-03-12,0,5 days
23763,WAL-MAR corp,2019-09-30,2019-09-18,2019-10-03,8949.7,2019-09-18,0,-3 days
23765,TARG llc,2019-09-17,2019-08-31,2019-09-15,6230.92,2019-08-31,0,2 days
23767,WAL-MAR in,2019-11-26,2019-11-15,2019-11-30,471.56,2019-11-15,0,-4 days
23769,PERFOR trust,2019-04-30,2019-04-18,2019-05-03,49251.76,2019-04-18,0,-3 days
23770,GORDO trust,2019-12-03,2019-10-30,2019-12-01,99850.45,2019-10-30,0,2 days
23771,WAL-MAR trust,2020-01-21,2020-01-03,2020-01-18,23570.57,2020-01-03,0,3 days
23772,KROGER foundation,2019-11-22,2019-11-07,2019-11-22,44020.59,2019-11-07,0,0 days
23773,WAL-MAR in,2019-08-06,2019-07-27,2019-08-11,65713.08,2019-07-27,0,-5 days
23774,DEC co,2019-12-16,2019-12-04,2019-12-24,106.2,2019-12-01,0,-8 days
23775,BJ'S  foundation,2019-02-15,2019-01-31,2019-02-15,2469.61,2019-01-31,0,0 days
23776,WAL-MAR ,2019-12-16,2019-11-25,2019-12-10,60599.25,2019-11-25,0,6 days
23777,HY -  us,2019-07-18,2019-07-02,2019-07-17,55023.14,2019-07-02,0,1 days
23780,KRAFT  associates,2019-07-24,2019-05-02,2019-06-16,8327.49,2019-05-02,0,38 days
23781,COST us,2020-01-22,2020-01-08,2020-01-23,12489.97,2020-01-08,0,-1 days
23782,AM llc,2020-03-11,2020-02-25,2020-03-11,2817.5,2020-02-25,0,0 days
23783,AM in,2019-05-16,2019-04-29,2019-05-14,539.67,2019-04-29,0,2 days
23784,KROGE in,2020-02-06,2020-01-22,2020-02-06,233360.37,2020-01-22,0,0 days
23785,H E BUT in,2019-07-10,2019-06-26,2019-07-11,24237.22,2019-06-26,0,-1 days
23786,ASSOCIAT us,2019-04-01,2019-03-16,2019-03-31,43098.46,2019-03-16,0,1 days
23787,WAL-MAR corp,2019-05-07,2019-04-27,2019-05-12,15681.89,2019-04-27,0,-5 days
23788,WAL-MAR in,2020-01-13,2019-12-31,2020-01-15,55909.06,2019-12-31,0,-2 days
23789,SUPE llc,2019-05-03,2019-04-17,2019-05-02,364.83,2019-04-17,0,1 days
23790,GORDO in,2019-08-06,2019-07-24,2019-08-08,36148.73,2019-07-24,0,-2 days
23791,WAL-MAR in,2019-07-23,2019-07-13,2019-07-28,54951.82,2019-07-13,0,-5 days
23792,RT FRES llc,2019-07-12,2019-06-30,2019-07-11,998.28,2019-07-01,0,1 days
23793,KRAFT  corp,2019-09-27,2019-08-15,2019-09-19,15561.0,2019-08-15,0,8 days
23794,WAL-MAR corp,2019-11-04,2019-10-21,2019-11-05,1898.2,2019-10-21,0,-1 days
23795,SO us,2020-02-27,2020-02-10,2020-02-22,75309.93,2020-02-12,0,5 days
23796,WAL-MAR corporation,2019-03-06,2019-02-23,2019-03-10,3307.41,2019-02-23,0,-4 days
23797,LOB co,2019-02-15,2019-02-01,2019-02-15,4883.58,2019-02-05,0,0 days
23798,KRAFT F llc,2019-05-31,2019-04-20,2019-04-20,1477.45,2019-04-20,0,41 days
23799,HEINZ corp,2020-04-16,2020-01-21,2020-03-06,17497.75,2020-01-21,0,41 days
23800,SYSCO F in,2019-07-15,2019-07-15,2019-08-16,699.36,2019-07-15,0,-32 days
23801,KEHE  llc,2019-08-30,2019-08-16,2019-08-31,2889.43,2019-08-16,0,-1 days
23802,GI trust,2020-02-27,2020-02-06,2020-04-11,2429.51,2020-02-06,0,-44 days
23803,MEIJ corp,2019-06-12,2019-05-28,2019-06-12,45684.24,2019-05-28,0,0 days
23805,BJ'S  llc,2019-10-10,2019-09-25,2019-10-10,775.38,2019-09-25,0,0 days
23806,SYSCO  ,2019-01-22,2019-01-04,2019-01-19,46209.73,2019-01-04,0,3 days
23807,DOT corp,2019-04-01,2019-03-15,2019-04-18,58001.29,2019-03-15,0,-17 days
23808,C&S WH llc,2019-06-13,2019-05-29,2019-06-13,25078.85,2019-05-29,0,0 days
23810,WAL-MAR us,2019-07-29,2019-07-17,2019-08-01,39447.29,2019-07-17,0,-3 days
23811,US  in,2019-12-06,2019-11-19,2019-12-04,20293.01,2019-11-19,0,2 days
23812,RESTA us,2020-02-26,2020-02-11,2020-02-26,1472.5,2020-02-11,0,0 days
23813,WAL-MAR corporation,2019-05-21,2019-05-09,2019-05-24,1414.68,2019-05-09,0,-3 days
23815,WAL-MAR systems,2019-06-03,2019-05-23,2019-06-07,1328.25,2019-05-23,0,-4 days
23816,WAL-MAR corp,2019-07-05,2019-06-24,2019-07-09,5962.93,2019-06-24,0,-4 days
23817,BJ'S  foundation,2019-12-03,2019-11-18,2019-12-03,597.52,2019-11-18,0,0 days
23818,TIMES ,2019-08-14,2019-07-30,2019-08-14,4443.7,2019-07-30,0,0 days
23819,NATURA trust,2019-10-11,2019-10-09,2019-10-24,13621.3,2019-10-09,0,-13 days
23821,WAL-MAR systems,2019-02-11,2019-01-30,2019-02-14,7597.16,2019-01-30,0,-3 days
23822,KRAFT  foundation,2019-03-29,2019-02-09,2019-03-16,16755.0,2019-02-09,0,13 days
23823,STATER  systems,2019-02-28,2019-02-13,2019-02-28,18817.78,2019-02-13,0,0 days
23824,WAL-MAR trust,2019-08-12,2019-07-31,2019-08-15,19335.02,2019-07-31,0,-3 days
23826,M in,2019-06-03,2019-05-20,2019-06-04,57919.48,2019-05-20,0,-1 days
23827,AL systems,2019-07-11,2019-06-29,2019-07-14,25946.56,2019-06-29,0,-3 days
23828,WAL-MAR associates,2019-04-17,2019-04-06,2019-04-21,4088.45,2019-04-06,0,-4 days
23829,C&S WH systems,2019-12-26,2019-12-10,2019-12-25,143700.65,2019-12-10,0,1 days
23830,TARG corp,2019-09-03,2019-08-15,2019-08-30,8481.2,2019-08-15,0,4 days
23831,WINC foundation,2019-10-16,2019-09-30,2019-10-15,109745.95,2019-09-30,0,1 days
23832,H T H foundation,2019-09-24,2019-09-10,2019-11-24,41.45,2019-09-10,0,-61 days
23833,WAL-MAR corp,2020-02-19,2020-02-08,2020-02-23,39603.13,2020-02-08,0,-4 days
23834,HEINZ corp,2019-08-13,2019-06-28,2019-08-12,18122.84,2019-06-28,0,1 days
23836,KEHE  associates,2019-03-01,2019-02-14,2019-03-01,5749.38,2019-02-14,0,0 days
23837,WAL-M co,2019-08-29,2019-08-13,2019-08-23,74469.71,2019-08-13,0,6 days
23838,WAL-MAR co,2019-03-28,2019-03-16,2019-03-31,2805.52,2019-03-16,0,-3 days
23839,DEC ,2019-01-15,2019-01-08,2019-01-24,3197.46,2019-01-01,0,-9 days
23840,WINC corporation,2020-02-24,2020-02-07,2020-02-22,14261.76,2020-02-07,0,2 days
23841,WAL-MAR foundation,2019-01-09,2018-12-30,2019-01-14,12438.82,2018-12-30,0,-5 days
23842,SO in,2019-09-26,2019-09-10,2019-09-22,118353.67,2019-09-12,0,4 days
23843,SYSCO F ,2019-08-13,2019-07-23,2019-08-12,13316.91,2019-07-23,0,1 days
23845,C&S WH corp,2019-09-27,2019-09-12,2019-09-27,142285.04,2019-09-12,0,0 days
23846,DELHAIZE corporation,2019-12-31,2019-12-12,2019-12-27,110904.03,2019-12-12,0,4 days
23847,BJ'S  trust,2019-05-16,2019-04-28,2019-05-13,207.66,2019-04-28,0,3 days
23848,UNIFIE associates,2019-03-26,2019-03-11,2019-03-26,26205.39,2019-03-11,0,0 days
23849,PE corp,2019-08-27,2019-07-25,2019-08-26,6982.37,2019-07-25,0,1 days
23850,DOLLARA foundation,2020-02-20,2020-02-03,2020-02-16,49461.82,2020-02-06,0,4 days
23851,SAFEW llc,2019-05-02,2019-04-15,2019-04-30,82371.26,2019-04-15,0,2 days
23853,WAL-MAR associates,2019-07-01,2019-06-13,2019-06-28,57809.49,2019-06-13,0,3 days
23854,WAL-MAR in,2019-07-16,2019-07-05,2019-07-20,17607.27,2019-07-05,0,-4 days
23855,COST in,2020-02-10,2020-01-26,2020-02-10,46223.57,2020-01-26,0,0 days
23856,KROGER corp,2019-11-07,2019-10-23,2019-11-07,46369.73,2019-10-23,0,0 days
23857,OK foundation,2019-02-11,2019-01-27,2019-02-11,43564.09,2019-01-27,0,0 days
23858,KRAFT  in,2019-08-02,2019-04-13,2019-05-18,21500.78,2019-04-13,0,76 days
23859,MONOGR foundation,2019-06-03,2019-03-25,2019-05-20,75527.55,2019-03-25,0,14 days
23861,GORDON F co,2019-11-25,2019-11-11,2019-11-23,38834.64,2019-11-13,0,2 days
23862,WAL-MAR trust,2019-07-26,2019-07-16,2019-07-31,44527.22,2019-07-16,0,-5 days
23863,WAL-MAR systems,2019-05-07,2019-04-17,2019-05-02,23362.38,2019-04-17,0,5 days
23864,WAL-MAR in,2019-07-01,2019-06-12,2019-06-27,12241.99,2019-06-12,0,4 days
23865,WAL-MAR llc,2019-08-06,2019-07-20,2019-08-04,66206.62,2019-07-20,0,2 days
23866,PUBLI us,2019-05-06,2019-04-20,2019-05-05,65882.47,2019-04-20,0,1 days
23867,SYSCO in,2019-10-07,2019-09-21,2019-10-06,178.7,2019-09-21,0,1 days
23868,SYSCO  co,2019-04-08,2019-03-23,2019-04-07,6530.36,2019-03-23,0,1 days
23869,WAL-MAR associates,2019-01-14,2019-01-03,2019-01-18,27555.44,2019-01-03,0,-4 days
23871,RESTA trust,2019-06-27,2019-06-12,2019-06-27,2804.07,2019-06-12,0,0 days
23872,COST associates,2019-06-26,2019-06-03,2019-06-18,31657.77,2019-06-03,0,8 days
23874,SYSCO  in,2019-09-18,2019-09-06,2019-09-21,2214.45,2019-09-06,0,-3 days
23875,TARG systems,2019-01-22,2019-01-03,2019-01-18,24942.41,2019-01-03,0,4 days
23876,WAL-MAR systems,2019-08-21,2019-07-27,2019-08-11,13170.52,2019-07-27,0,10 days
23877,DELHAIZE co,2019-09-17,2019-09-02,2019-09-17,87182.7,2019-09-02,0,0 days
23878,ASSOCIAT foundation,2019-07-03,2019-06-18,2019-07-03,4917.41,2019-06-18,0,0 days
23879,UNIFIE llc,2019-08-05,2019-07-18,2019-08-02,23995.32,2019-07-18,0,3 days
23880,KROGER foundation,2019-08-20,2019-08-05,2019-08-20,46040.66,2019-08-05,0,0 days
23881,GORDO associates,2019-09-04,2019-08-14,2019-09-03,34165.6,2019-08-14,0,1 days
23882,ASSOCIAT corp,2019-01-17,2019-01-02,2019-01-17,19520.3,2019-01-02,0,0 days
23883,SYSCO  co,2019-02-11,2019-01-24,2019-02-08,3105.77,2019-01-24,0,3 days
23885,WAL-MAR systems,2019-08-13,2019-07-27,2019-08-11,22289.31,2019-07-27,0,2 days
23886,COSTCO ,2019-07-08,2019-06-19,2019-07-04,32637.6,2019-06-19,0,4 days
23888,BJ'S  in,2019-02-20,2019-02-04,2019-02-19,126.24,2019-02-04,0,1 days
23893,BELL co,2019-11-12,2019-09-24,2019-11-03,56057.6,2019-09-24,0,9 days
23894,PUBLI corp,2019-07-30,2019-07-15,2019-07-30,18098.65,2019-07-15,0,0 days
23897,WAL-MAR trust,2019-04-17,2019-04-07,2019-04-22,28222.28,2019-04-07,0,-5 days
23898,KROGER corporation,2019-09-03,2019-08-18,2019-09-02,71384.67,2019-08-18,0,1 days
23899,PERFOR associates,2019-03-04,2019-02-19,2019-03-06,40198.44,2019-02-19,0,-2 days
23901,DELHAIZE systems,2019-05-17,2019-03-13,2019-05-17,1952.03,2019-03-13,0,0 days
23902,GENERAL systems,2019-11-19,2019-11-04,2019-11-19,144210.15,2019-11-04,0,0 days
23903,SA llc,2020-04-21,2020-02-15,2020-04-20,1063.8,2020-02-15,0,1 days
23904,KING S associates,2019-04-02,2019-03-18,2019-04-02,53987.07,2019-03-18,0,0 days
23905,WAL-MAR in,2019-06-12,2019-05-31,2019-06-15,11898.93,2019-05-31,0,-3 days
23906,DEC ,2020-02-14,2020-02-08,2020-02-24,877.83,2020-02-01,0,-10 days
23907,BJ'S  associates,2019-08-13,2019-07-29,2019-08-13,262.05,2019-07-29,0,0 days
23908,DECA foundation,2019-05-09,2019-05-07,2019-05-11,18697.11,2019-05-01,0,-2 days
23909,SOB corp,2019-02-19,2019-01-26,2019-02-14,63544.16,2019-02-04,0,5 days
23910,ASSOCIAT systems,2019-07-31,2019-07-16,2019-07-31,77683.91,2019-07-16,0,0 days
23912,DECA associates,2019-04-12,2019-04-04,2019-04-11,4486.86,2019-04-01,0,1 days
23914,OK foundation,2019-12-06,2019-11-23,2019-12-08,33167.36,2019-11-23,0,-2 days
23915,WAL-MAR llc,2019-08-06,2019-07-25,2019-08-09,56316.22,2019-07-25,0,-3 days
23917,WAL-MAR foundation,2019-01-10,2018-12-30,2019-01-14,38186.66,2018-12-30,0,-4 days
23918,SPECIA associates,2019-07-16,2019-07-06,2019-07-18,6098.01,2019-07-08,0,-2 days
23919,C&S WH trust,2019-08-15,2019-07-31,2019-08-15,1888.01,2019-07-31,0,0 days
23921,DOT corp,2019-06-03,2019-05-19,2019-06-03,23888.12,2019-05-19,0,0 days
23922,WAL-MAR corporation,2019-09-27,2019-09-16,2019-10-01,20168.57,2019-09-16,0,-4 days
23923,PUBLI associates,2019-07-22,2019-07-06,2019-07-21,20605.93,2019-07-06,0,1 days
23924,AM in,2020-03-09,2020-02-24,2020-03-10,31098.8,2020-02-24,0,-1 days
23925,GORDO us,2019-02-20,2019-01-15,2019-02-16,39576.8,2019-01-15,0,4 days
23926,DELHAIZE systems,2020-02-24,2020-02-05,2020-02-20,85758.86,2020-02-05,0,4 days
23927,SCHNU associates,2019-12-12,2019-11-26,2019-12-11,149904.8,2019-11-26,0,1 days
23928,SMITH'S ,2019-12-23,2019-12-06,2019-12-21,168118.31,2019-12-06,0,2 days
23929,SMITH'S in,2019-02-25,2019-02-09,2019-02-24,57510.08,2019-02-09,0,1 days
23930,SA associates,2019-07-25,2019-07-09,2019-07-24,41839.06,2019-07-09,0,1 days
23931,PERFOR llc,2019-03-21,2019-03-15,2019-03-30,17665.17,2019-03-15,0,-9 days
23934,WAL-MAR trust,2019-08-19,2019-08-08,2019-08-23,5499.98,2019-08-08,0,-4 days
23935,AL llc,2019-10-25,2019-10-12,2019-10-27,68478.0,2019-10-12,0,-2 days
23936,MDV/ in,2019-03-11,2019-02-25,2019-03-12,1646.77,2019-02-25,0,-1 days
23937,BJ'S  trust,2019-02-25,2019-02-08,2019-02-23,277.49,2019-02-08,0,2 days
23938,WAL-MAR ,2019-04-05,2019-03-20,2019-04-04,50664.15,2019-03-20,0,1 days
23939,MEIJ us,2019-06-14,2019-05-28,2019-06-12,41888.68,2019-05-28,0,2 days
23940,COST co,2019-12-27,2019-12-13,2019-12-28,88125.11,2019-12-13,0,-1 days
23944,WAL-MAR corporation,2019-06-03,2019-05-21,2019-06-05,1695.68,2019-05-21,0,-2 days
23945,WAL-MAR systems,2020-02-18,2020-02-08,2020-02-23,37732.48,2020-02-08,0,-5 days
23946,WAL-MAR corp,2019-03-08,2019-02-24,2019-03-11,55078.01,2019-02-24,0,-3 days
23947,NORTHE trust,2019-02-20,2019-01-31,2019-02-15,3529.44,2019-01-31,0,5 days
23948,GORDO co,2020-02-19,2020-02-03,2020-02-18,44336.04,2020-02-03,0,1 days
23949,DOT systems,2019-02-26,2019-02-06,2019-03-10,16707.61,2019-02-06,0,-12 days
23950,HPC  trust,2019-12-16,2019-12-03,2019-12-18,32195.53,2019-12-03,0,-2 days
23952,D corp,2019-04-01,2019-03-13,2019-03-28,14328.88,2019-03-13,0,4 days
23953,SUPE foundation,2019-11-06,2019-08-28,2019-11-01,61752.5,2019-08-28,0,5 days
23954,AM corp,2019-06-21,2019-06-06,2019-06-21,666.1,2019-06-06,0,0 days
23956,DECA trust,2019-07-01,2019-06-20,2019-07-09,22551.78,2019-06-16,0,-8 days
23959,WAL-MAR llc,2020-01-28,2020-01-16,2020-01-31,37310.72,2020-01-16,0,-3 days
23960,WAL-MAR ,2019-10-30,2019-09-07,2019-09-22,490.32,2019-09-07,0,38 days
23961,GORDON F in,2019-08-23,2019-08-09,2019-08-23,6306.33,2019-08-13,0,0 days
23962,SAFEW co,2020-02-28,2020-02-13,2020-02-28,52629.36,2020-02-13,0,0 days
23963,WAL-MAR trust,2019-12-23,2019-12-11,2019-12-26,9436.25,2019-12-11,0,-3 days
23964,MANNI us,2019-03-27,2019-02-27,2019-03-09,14420.4,2019-02-27,0,18 days
23965,WAL-MAR associates,2020-02-18,2020-01-31,2020-02-15,15027.72,2020-01-31,0,3 days
23966,OK us,2020-01-23,2020-01-06,2020-01-21,40445.01,2020-01-06,0,2 days
23967,WINC co,2019-05-15,2019-04-30,2019-05-15,27609.36,2019-04-30,0,0 days
23968,COSTCO foundation,2020-02-21,2020-01-14,2020-01-29,6648.48,2020-01-14,0,23 days
23969,ASSOCIAT foundation,2020-01-22,2020-01-06,2020-01-21,3992.84,2020-01-06,0,1 days
23971,LABAT us,2020-01-28,2020-01-14,2020-01-29,47387.76,2020-01-14,0,-1 days
23973,WAL-MAR co,2019-09-16,2019-09-05,2019-09-20,243.96,2019-09-05,0,-4 days
23974,WAL-MAR corp,2019-12-17,2019-12-05,2019-12-20,15856.21,2019-12-05,0,-3 days
23975,WAL-MAR co,2019-07-10,2019-06-28,2019-07-13,46353.52,2019-06-28,0,-3 days
23976,US  foundation,2019-09-09,2019-08-22,2019-09-06,2193.44,2019-08-22,0,3 days
23977,CHEN co,2019-06-21,2019-05-31,2019-06-15,46054.38,2019-05-31,0,6 days
23978,SAFEW llc,2019-04-22,2019-04-06,2019-04-21,107482.28,2019-04-06,0,1 days
23979,HEIN co,2019-06-14,2019-03-28,2019-05-12,14157.54,2019-03-28,0,33 days
23980,WAL-MAR ,2019-10-08,2019-09-28,2019-10-13,1897.5,2019-09-28,0,-5 days
23981,OK ,2019-04-19,2019-04-04,2019-04-19,44798.28,2019-04-04,0,0 days
23983,US  trust,2019-03-22,2019-03-01,2019-03-21,6051.6,2019-03-01,0,1 days
23984,OK trust,2019-06-06,2019-05-21,2019-06-05,26634.78,2019-05-21,0,1 days
23985,BUY- corporation,2019-10-15,2019-09-22,2019-10-11,27384.51,2019-10-01,0,4 days
23986,WAL-MAR corp,2019-05-31,2019-05-21,2019-06-05,19927.69,2019-05-21,0,-5 days
23987,SO systems,2019-07-09,2019-06-23,2019-07-03,89181.44,2019-06-23,0,6 days
23988,WAL-MAR co,2020-01-17,2020-01-07,2020-01-22,4272.86,2020-01-07,0,-5 days
23989,BJ'S  trust,2019-07-01,2019-06-15,2019-06-30,32257.81,2019-06-15,0,1 days
23990,COST llc,2019-05-20,2019-05-01,2019-05-16,20557.14,2019-05-01,0,4 days
23991,WAL-MAR co,2019-06-24,2019-06-12,2019-06-27,55677.47,2019-06-12,0,-3 days
23992,WAL-MAR associates,2019-08-06,2019-07-27,2019-08-11,22405.73,2019-07-27,0,-5 days
23993,WINC corp,2019-06-18,2019-05-26,2019-06-10,46662.93,2019-05-26,0,8 days
23994,SUPE associates,2019-09-20,2019-09-04,2019-09-19,209.82,2019-09-04,0,1 days
23995,SA us,2019-07-29,2019-07-12,2019-07-27,14624.72,2019-07-12,0,2 days
23996,TARG associates,2020-02-05,2020-01-18,2020-02-02,61463.16,2020-01-18,0,3 days
23997,WAL-MAR corp,2019-12-18,2019-12-08,2019-12-23,44569.08,2019-12-08,0,-5 days
23998,AM us,2019-11-18,2019-10-28,2019-11-12,2207.98,2019-10-28,0,6 days
24000,WAL-MAR associates,2019-05-07,2019-04-26,2019-05-11,8212.37,2019-04-26,0,-4 days
24001,WEST  ,2019-06-25,2019-05-20,2019-06-21,18012.33,2019-05-20,0,4 days
24002,WAL-MAR associates,2019-12-10,2019-11-27,2019-12-12,20480.7,2019-11-27,0,-2 days
24004,H E BUT systems,2019-08-09,2019-07-26,2019-08-10,54821.67,2019-07-26,0,-1 days
24005,AL systems,2019-11-30,2019-11-14,2019-11-29,19912.32,2019-11-14,0,1 days
24006,WAL-MAR in,2019-12-06,2019-11-26,2019-12-11,15043.35,2019-11-26,0,-5 days
24007,RESTA co,2019-08-07,2019-07-18,2019-08-07,3208.52,2019-07-18,0,0 days
24008,C&S WH trust,2020-01-28,2020-01-11,2020-01-26,3868.54,2020-01-11,0,2 days
24009,C&S WH us,2019-02-20,2019-02-06,2019-02-21,46020.25,2019-02-06,0,-1 days
24011,SA associates,2019-04-11,2019-03-26,2019-04-10,14624.72,2019-03-26,0,1 days
24012,COST associates,2020-02-20,2020-02-06,2020-02-21,1894.87,2020-02-06,0,-1 days
24013,FOOD systems,2019-05-15,2019-05-04,2019-05-19,17508.23,2019-05-04,0,-4 days
24014,KROGE co,2020-02-27,2020-02-12,2020-02-27,52600.88,2020-02-12,0,0 days
24018,BJ'S  systems,2019-08-19,2019-08-02,2019-08-17,311.39,2019-08-02,0,2 days
24019,PUBLI associates,2019-12-18,2019-12-03,2019-12-18,41842.51,2019-12-03,0,0 days
24020,WAL-MAR llc,2019-11-12,2019-11-01,2019-11-16,71897.75,2019-11-01,0,-4 days
24021,C&S WH co,2019-07-15,2019-06-28,2019-07-13,151703.12,2019-06-28,0,2 days
24022,KRAFT F foundation,2019-09-27,2019-08-24,2019-08-24,132317.7,2019-08-24,0,34 days
24023,KRAFT F trust,2019-03-01,2019-01-02,2019-01-02,12941.74,2019-01-02,0,58 days
24024,US  llc,2019-05-01,2019-04-17,2019-05-02,62449.85,2019-04-17,0,-1 days
24025,SHOPPE llc,2020-03-02,2020-02-08,2020-02-28,35569.62,2020-02-18,0,3 days
24026,ALBERT corporation,2019-03-25,2019-03-08,2019-03-23,153.87,2019-03-08,0,2 days
24027,SYSCO  ,2019-04-29,2019-04-12,2019-04-27,7862.66,2019-04-12,0,2 days
24028,KRFT FDS systems,2019-08-30,2019-08-01,2019-09-05,705.04,2019-08-01,0,-6 days
24029,KROGER in,2019-09-03,2019-08-18,2019-09-02,105908.52,2019-08-18,0,1 days
24030,SYSCO  ,2019-12-11,2019-11-06,2019-11-21,3041.59,2019-11-06,0,20 days
24031,MERCH foundation,2020-03-04,2020-02-22,2020-03-08,25902.73,2020-02-22,0,-4 days
24032,WAL-MAR us,2019-04-19,2019-04-03,2019-04-18,18.68,2019-04-03,0,1 days
24033,WAL-MAR us,2019-07-01,2019-06-19,2019-07-04,39407.11,2019-06-19,0,-3 days
24034,BJ'S  ,2019-10-28,2019-10-11,2019-10-26,758.44,2019-10-11,0,2 days
24035,WAL-MAR associates,2019-10-15,2019-10-03,2019-10-18,38018.82,2019-10-03,0,-3 days
24036,SA in,2019-05-16,2019-04-30,2019-05-15,18900.99,2019-04-30,0,1 days
24038,GORDO associates,2019-08-13,2019-07-24,2019-08-13,26178.78,2019-07-24,0,0 days
24039,WAL-MAR corp,2019-11-15,2019-11-05,2019-11-20,1897.5,2019-11-05,0,-5 days
24040,COST systems,2019-06-14,2019-05-31,2019-06-15,9583.85,2019-05-31,0,-1 days
24042,TARG co,2019-03-26,2019-03-03,2019-03-18,26062.28,2019-03-03,0,8 days
24043,MCL llc,2019-09-20,2019-09-04,2019-09-19,100294.08,2019-09-04,0,1 days
